,artist,genre,lyrics,song
2911,Norah Jones,Hip-Hop,Something way touched slow The way hed put arms around Even though Im feeling lonely Im feeling lonely Dont understand words said made wrong But nothing else head And though strong I wish hed leave alone I wish hed leave Cause I know trouble follow But I go I go Cause I know trouble follow But I go I go He makes think I know So unsure I remember things showed And I want more Im feeling lonely Oh Im feeling lonely,Even Though 
2912,Norah Jones,Hip-Hop,While seasons undo soul Time forgives us takes control We separate things put us back together Were light feather Heavy weather If raining stones Put hands together applaud pray Its like show But were scared walk away All better worse wear Were light feather God I together Meanwhile inside raining stones You know God bless soul Were light feather Heavy weather Were light feather God I together,Light As A Feather 
2913,Norah Jones,Hip-Hop,Ill pretend hearts fire If steal true loves name Broke subway city spires Tape picture frame Well imagine were sleeping revolvers Shotgun wedding strange SoHo Our chambers hold silvery collars Gun werewolves wherever go We gun werewolves wherever go Midnight phone calls back Mustang Creased white pages torn right spine Kissed neck crooked cracked fang You always hoped one day mine Threw fathers funeral pyres Im sure playing game Busted gasket field full liars No one noticed set five boroughs aflame No one noticed set five boroughs aflame Young blood young bone Old ghosts go home Band gold diamond implied You wrote letters never sent I made promises Ill always deny Now well never know meant Watch ticking like heartbeat gone berserk Lost chance wind key Roosters nothing clucking clockwork Our fears tell Our fears tell Drown last matches Burn rest You strongest I ached breath Through thick smoke well finally smother Young blood young bone Old ghosts go home Young blood young bone Old ghosts go home Young blood young bone Old ghosts go home Young blood young bone Old ghosts go home Young blood young bone Old ghosts go home Young blood young bone,Young Blood 
2914,Norah Jones,Hip-Hop,Hush now watch stars fall Into fire wall I waiting Waiting come home Sinking embers glow Melting icy snow And I waiting Waiting come home And I watch burn When I ever learn If I wait mean You return And I watch burn When I ever learn If I wait mean You return Now stars gone Faded cracks dawn And Im still waiting Waiting come home I waiting Waiting come home,Waiting 
2915,Norah Jones,Hip-Hop,Ill go back Manhattan As nothing ever happened When I cross bridge Itll exist Ive prince waiting And kingdom downtown Ill go back Manhattan As nothing ever happened We speak I look eyes And I fall We speak But Brooklyn holds And holds heart What fool I think I could live worlds We speak I look eyes And I fall We speak I go back Manhattan Its train ride away I know nothing bout leaving But I know I today,Back To Manhattan 
2916,Norah Jones,Hip-Hop,You shove way Through room street And finally You ask Im drinking My friend Johnny Tugging sleeve Asks I wanna leave But Im really thinking Why cant easy easy Why leave Leave me leave be I see swaying I cant hear saying Im sitting stuck And plastered seat I think reason leave When finally stop speaking Ill take long slow Walk Washington Street Half asleep feet Half aware Im dreaming Ill go home alone sinking stone A switched telephone Ill go on free frozen breeze A fallen factory But I still see swaying And I cant hear saying I lost plot got little caught In little knot I hit wall little fall Felt swinging wrecking ball And be Why tell me Why tell me Im sure tell Why tell me I guess tell me tell,Stuck 
2917,Norah Jones,Hip-Hop,December come I hope I see Youre dreams I let Why cant believe How much really mean December come Back snow even sun Dont say done I carry home Take loneliest place You known I carry home Take loneliest place I known,December 
2918,Norah Jones,Hip-Hop,Jones Jesse Harris Richard Julian I cry When night grows long And I die Because done wrong So tell mama I said hello And raised Too damn slow Youre damn slow Too damn slow Because Ive waiting For time And Ive missing Out mine So tell father That I said long And thanks raising So damn wrong You damn wrong Youre damn wrong damn wrong,Tell Yer Mama 
2919,Norah Jones,Hip-Hop,Its thats said But I cant choose vegan pot head So I chose sweet And give lots lovin eat meat And thats became man hour You never lie cheat And baggage tied forefeet Do I deserve one feed breakfast lunch dinner And take park dawn Will really man hour I know never bring flowers Flowers die And though never take shower together I know never make cry You never argue even talk And I like way let lead When go outside walk Will really man hour My man hour My man hour,Man Of The Hour 
2920,Norah Jones,Hip-Hop,If I touched The way touched If I could hold The way held Then I need No I need No I need To love If I could replace The things gave If I could see face Without tragedy Then I need No I need No I need To love But I So come back Come back If could see way I act When Im alone If could hear voice crack Over phone Then know I need Oh know I need Oh know I need To love,I Wouldn’t Need You 
2921,Norah Jones,Hip-Hop,If talk money Nothing funny honey And everyones critic Its makin mascara runny If talk Heathers Making together crazy If get new situation For busted nation were lazy But gonna Please make Now princess becomes human Dont stone talk show ruin Cause theres fine line skewer And decent sense humor Aim ones whove really hurt us They arrested murders But cameras turned Some skinny naked blonde eating burgers But gonna Please make Lets make Its gonna be,It’s Gonna Be 
2922,Norah Jones,Hip-Hop,Youve ruined But I liked But Im ruined Do plan Cause Im hands Youve ruined Though I liked Now Im ruined I choice When I heard voice I know said Cant misled Now Im one Whose face red Youve ruined Though I liked Now Im ruined chocolate eyes Like buttons lies Youve ruined Though I liked Now Im ruined Im trying part With whats heart Youve ruined I thought I liked But Im ruined My whole worlds Turned upside I heard say Im going away But I write You everyday You heard say Im going away But Im floor Outside door Youve ruined Youve ruined Youve ruined But I liked But Im ruined Do plan Cause Im hands,You’ve Ruined Me 
2923,Norah Jones,Hip-Hop,If talk money Nothing funny honey And everyones critic Its makin mascara runny If talk Heathers Making together crazy If get new situation For busted nation were lazy But gonna Its gonna Please make Its gonna Now princess becomes human Dont stone talk show ruin Cause theres fine line skewer And decent sense humor Aim ones whove really hurt us They arrested murders But cameras turned Some skinny naked blonde eating burgers But gonna Its gonna Its gonna Its gonna Its gonna Its gonna Please make Lets make Its gonna Its gonna Its gonna be,It's Gonna Be (Live At the Living Room) 
2924,Norah Jones,Hip-Hop,Hush watch stars fall fire wall I waiting waiting come home Sinking embers glow Melting icy snow I waiting here waiting come home And I watch burn I ever learn If I wait mean return repeat Now stars gone faded cracks dawn Im still waiting waiting come home Im waiting Waiting come home,Waiting (Live At the Living Room) 
2925,Norah Jones,Hip-Hop,Youve ruined But I liked But Im ruined Do plan Cause Im hands Youve ruined Though I liked Now Im ruined I choice When I heard voice I know said Cant misled Now Im one Whose face red Youve ruined Though I liked Now Im ruined chocolate eyes Like buttons lies Youve ruined Though I liked Now Im ruined Im trying part With whats heart Youve ruined I thought I liked But Im ruined My whole worlds Turned upside I heard say Im going away But I write You everyday You heard say Im going away But Im floor Outside door Youve ruined Youve ruined Youve ruined But I liked But Im ruined Do plan Cause Im hands,You've Ruined Me (Live At the Living Room) 
2926,Norah Jones,Hip-Hop,Everybody knows go sun goes down I think live see lights town I wasted time I would try try try When lights lost glow gonna cry cry cry I lie awake night wait til come in You stay little gone again Every question I ask I get lie lie lie For every lie tell gonna cry cry cry Youre gonna cry cry cry cry alone When everyones forgotten left own Youre gonna cry cry cry Soon sugardaddies gone Youll wake cold day find alone Youll call Im gonna tell you Bye bye bye When I turn around walk away cry cry cry When fickle little love gets old one care you Youll come back little love thats true Ill tell gonna ask why why why When I remind this cry cry cry Youre gonna cry cry cry cry alone When everyones forgotten left own Youre gonna cry cry cry Youre gonna cry cry cry want there Itll hurt think fool been Youre gonna cry cry cry,"Cry, Cry, Cry (Live At the Living Room) "
2927,Norah Jones,Hip-Hop,Where going I mind Ive killed world Ive killed time So I go What I see I see many people coming So going to I mind If I live long Im afraid Ill die So I follow wherever go If offered hand still open Strangers road We two one So Ive come From land brings losers So share road walk And mind mouths beware talk Till peace find tell Ill All things I I share If I feel tomorrow like I feel today Well take want give rest away Strangers road We two one Holy man holy priest This love life makes weak knees And get make play Cause soon I feel gonna carry us away In promised lie made us believe For many men much grief And mind proud aches rage Well take want give rest away Strangers road We two one Strangers road We two one,Strangers (Live At the Living Room) 
2929,Norah Jones,Hip-Hop,Where going I mind Ive killed world Ive killed time So I go What I see I see many people coming So going to I mind If I live long Im afraid Ill die So I follow wherever go If offered hand still open Strangers road We two one So Ive come From land brings losers So share road walk And mind mouths beware talk Till peace find tell Ill All things I I share If I feel tomorrow like I feel today Well take want give rest away Strangers road We two one Holy man holy priest This love life makes weak knees And get make play Cause soon I feel gonna carry us away In promised lie made us believe For many men much grief And mind proud aches rage Well take want give rest away Strangers road We two one Strangers road We two one,Strangers 
2948,Norah Jones,Hip-Hop,If I touched The way touched If I could hold The way held Then I need No I need No I need To love If I could replace The things gave If I could see face Without tragedy Then I need No I need No I need To love But I So come back Come back If could see way I act When Im alone If could hear voice crack Over phone Then know I need Oh know I need Oh know I need To love,I Wouldn't Need You 
2964,Norah Jones,Hip-Hop,Everybody knows go When sun goes down I think live To see lights town I wasted time When I would try try try Cause lights lost glow Youll cry cry cry I lie awake night To wait till come in You stay little while And gone again Every question I ask I get lie lie lie For every lie tell Youre gonna cry cry cry Youre gonna cry cry cry And cry alone When everyones forgotten And left own Youre gonna cry cry cry Soon sugardaddies Will gone Youll wake cold day And find alone Youll call me But Im gonna tell you Bye bye bye When I turn around walk away Youll cry cry cry When fickle love gets old No one care you Youll come back me For little love thats true Ill tell no And ask me Why why why When I remind this Youll cry cry cry Youre gonna cry cry cry And want then When everyones forgotten And left own Youre gonna cry cry cry,"Cry, Cry, Cry "
2968,Norah Jones,Hip-Hop,Youve ruined But I liked But Im ruined Do plan Cause Im hands Youve ruined Though I liked Now Im ruined I choice When I heard voice I know said Cant misled Now Im one Whose face red Youve ruined Though I liked Now Im ruined chocolate eyes Like buttons lies Youve ruined Though I liked Now Im ruined Im trying part With whats heart Youve ruined I thought I liked But Im ruined My whole worlds Turned upside I heard say Im going away But I write You everyday You heard say Im going away But Im floor Outside door Youve ruined Youve ruined Youve ruined But I liked But Im ruined Do plan Cause Im hands,You've Ruined Me 
3002,Norah Jones,Hip-Hop,While seasons undo soul Time forgives us takes control We separate things put us back together Were light feather Heavy weather If raining stones Put hands together applaud pray Its like show But were scared walk away All better worse wear Were light feather God I together Meanwhile inside raining stones You know God bless soul Were light feather Heavy weather Were light feather God I together,Light as a Feather 
3010,Norah Jones,Hip-Hop,While seasons undo soul Time forgives us takes control We separate things put us back together Were light feather Heavy weather If raining stones Put hands together applaud pray Its like show But were scared walk away All better worse wear Were light feather God I together Meanwhile inside raining stones You know God bless soul Were light feather Heavy weather Were light feather God I together,Light As a Feather 
3011,Norah Jones,Hip-Hop,Ill go back Manhattan As nothing ever happened When I cross bridge Itll exist Ive prince waiting And kingdom downtown Ill go back Manhattan As nothing ever happened We speak I look eyes And I fall We speak But Brooklyn holds And holds heart What fool I think I could live worlds We speak I look eyes And I fall We speak I go back Manhattan Its train ride away I know nothing bout leaving But I know I today,Back to Manhattan 
3062,Norah Jones,Hip-Hop,Its thats said But I cant choose vegan pot head So I chose sweet And give lots lovin eat meat And thats became man hour You never lie cheat And baggage tied forefeet Do I deserve one feed breakfast lunch dinner And take park dawn Will really man hour I know never bring flowers Flowers die And though never take shower together I know never make cry You never argue even talk And I like way let lead When go outside walk Will really man hour My man hour My man hour,Man of the Hour 
3094,Norah Jones,Hip-Hop,Shes gone Dancing red shoes Cause dance better blues She knows later must choose But want At party went Knowing fully well thin Avoids stares men Just drinking gin She know All friends gonna give Instead shell give Its easier changing She looks around men And invites one in,Her Red Shoes 
3109,Norah Jones,Hip-Hop,You made mess inside You could hide pride You never held hand And Ill never understand Why I cant stop loving And I stop trying I go every night Cant seem pick fight Never found eyes Out crowded skies And I cant stop fighting But I stop trying Cause voice keeps spinning Round head night Making scream And I cant stop loving But I stop trying And I cant stop loving away You made mess inside You really hurt pride Why die Why die Why die,Can't Stop 
